"Country","HDI","HDICategory","Age","Gender","HaveKids","Ed.Level","WorkStatus","Income","Occupation","YearsAtJob","MonthsAtJob","Community","MaritalStat","Sons","Daughters","BdWstTime","BdDelayAct","BdMustAct","BdDelayMake","BdPutOff","GdPayBills","GdPunctual","GdPrepared","BdRunLate","BdCmpltTm","GdWantGrow","BdFamView","GdTmToSpare","BdDeadline","BdTmMngmt","GdDocApt","GdMorePunct","GdMaint","BdXpctLate","BdCostMoney","BdLateStart","BdMissTckts","GdPartyPln","GdEasyWake","BdSlowMail","GdRtnCalls","BdWrkr","GdDecisive","BdWrkDelay","BdAirport","GdSocial","BdDeadline.1","GdSMLBill","GdRSVP","GdTask","BdBdayGFT","BdEsntlItem","GdCmplteDay","BdDoTmrow","GdEvngTasks","GdIdealLIfe","GdExclLife","GdSatisLife","GdImprtThs","GdChangeNil","SelfView","ExtView","DPMean","AIPMean","GPMean","SWLSMean"
"United States","0.920","Very high human development",45,"Female","Yes Kids","ma","full-time",NA,"",10,0,"Medium-Sized","Married",1,1,1,1,3,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,5,1,1,3,2,3,1,2,3,1,3,3,4,4,3,"no","no",1.4,1.6,1.8,3.4
"United States","0.920","Very high human development",45,"Female","Yes Kids","ltuni","full-time",55000,"",10,0,"Village","Married",0,2,2,3,4,2,2,2,4,3,4,2,5,3,4,1,4,3,5,4,1,5,3,1,3,3,5,3,3,4,5,4,5,3,4,2,3,2,3,3,3,3,5,4,5,5,1,"yes","yes",2.6,3.33333333333333,3.15,4
"United States","0.920","Very high human development",55,"Male","Yes Kids","ma","full-time",150000,"",0,0,"Rural/Country","Married",1,1,4,2,4,3,3,1,1,1,1,3,5,4,3,2,3,4,4,5,2,3,4,3,2,1,2,3,5,4,4,2,3,4,5,3,3,4,4,3,4,4,2,3,3,3,1,"yes","no",3.2,2.8,3.25,2.4
"United States","0.920","Very high human development",25,"Male","No Kids","deg","full-time",87500,"",1,11,"Small Town","Single",0,0,4,4,4,2,2,2,2,5,4,5,3,4,4,5,3,4,4,2,4,4,5,1,4,4,2,3,5,3,5,4,4,5,4,4,5,5,1,5,2,5,3,4,4,3,4,"yes","yes",3.2,3.66666666666667,3.8,3.6
"United States","0.920","Very high human development",55,"Male","Yes Kids","ltuni","full-time",55000,"",2,4,"Large Town","Divorced",1,0,4,4,3,2,3,3,2,5,4,3,3,2,3,3,3,2,3,3,2,4,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,2,3,2,2,1,"yes","yes",3.2,3,3.35,2
"United States","0.920","Very high human development",32.5,"Female","Yes Kids","phd","full-time",67500,"",0,4,"Large Town","Married",1,1,4,2,3,2,2,1,1,3,2,2,1,3,5,1,4,1,2,2,1,2,3,1,2,5,2,3,3,4,4,2,3,3,1,2,4,3,2,3,3,2,4,4,4,3,3,"yes","no",2.6,2.06666666666667,2.65,3.6
"United States","0.920","Very high human development",19,"Female","No Kids","ltuni","",NA,"",0,0,"","Single",0,0,5,5,2,4,5,3,5,5,5,5,3,5,4,5,5,4,5,4,5,5,5,4,5,5,5,5,5,3,5,5,4,5,4,5,5,5,5,5,5,5,1,4,4,2,4,"yes","yes",4.2,4.53333333333333,4.75,3
"United States","0.920","Very high human development",20,"Male","No Kids","ltuni","student",NA,"",0,0,"Medium-Sized","Single",0,0,2,4,2,1,1,1,2,3,5,3,3,2,4,3,3,2,3,3,3,5,5,2,4,5,4,3,5,3,5,4,4,4,1,5,4,2,3,4,2,5,5,5,5,5,2,"yes","no",2,3,3.65,4.4
"United States","0.920","Very high human development",37.5,"Male","No Kids","phd","full-time",150000,"",8,0,"Small Town","Married",0,0,3,2,2,1,1,1,1,3,2,3,5,1,3,3,4,2,2,3,2,4,3,1,1,3,2,2,3,2,4,1,3,4,1,2,4,3,1,5,3,4,2,4,4,4,3,"yes","no",1.8,2.6,2.55,3.4
"United States","0.920","Very high human development",37.5,"Male","No Kids","phd","full-time",150000,"",8,0,"Small Town","Married",0,0,2,1,2,1,1,1,1,4,1,4,5,1,3,3,3,2,2,3,2,3,3,1,1,3,1,2,2,3,4,1,2,3,1,2,3,2,1,5,2,3,3,4,4,4,3,"yes","no",1.4,2.53333333333333,2.25,3.6
"United States","0.920","Very high human development",32.5,"Female","No Kids","phd","full-time",55000,"",2,0,"Medium-Sized","Married",0,0,4,5,5,2,2,1,3,3,5,1,1,1,3,1,2,4,4,3,5,1,3,3,1,5,4,4,3,5,4,4,5,3,1,2,3,5,3,2,1,1,3,3,3,4,1,"no","no",3.6,2.53333333333333,3,2.8
"United States","0.920","Very high human development",28,"Female","No Kids","phd","full-time",87500,"",2,0,"Small Town","Single",0,0,3,2,2,2,2,3,2,5,2,4,2,2,4,3,3,2,2,3,2,2,4,2,2,2,4,4,3,4,4,2,2,4,4,4,4,2,3,3,3,3,3,3,3,2,1,"yes","yes",2.2,2.73333333333333,3.1,2.4
"United States","0.920","Very high human development",67.5,"Female","No Kids","ma","unemployed",10000,"",0,0,"Large Town","Married",0,0,3,4,1,1,1,1,1,2,2,2,1,1,2,1,3,3,1,3,1,2,3,1,3,1,2,1,2,3,4,1,5,3,1,1,4,2,3,3,3,4,4,3,3,4,3,"yes","no",2,1.73333333333333,2.4,3.4
"United States","0.920","Very high human development",67.5,"Female","Yes Kids","ma","part-time",NA,"",0,0,"Large Town","Married",1,1,4,3,2,2,3,2,4,1,5,5,4,4,4,4,5,3,4,2,5,2,2,2,2,5,3,4,3,3,4,2,2,4,3,3,3,2,2,3,3,3,1,1,3,3,3,"yes","no",2.8,3.6,2.9,2.2
"United States","0.920","Very high human development",45,"Male","No Kids","deg","part-time",25000,"",6,0,"Rural/Country","Single",0,0,2,3,3,3,3,1,1,3,3,2,3,3,3,2,3,2,2,2,3,3,3,2,2,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,1,1,1,1,1,"yes","yes",2.8,2.4,2.7,1
"United States","0.920","Very high human development",55,"Male","No Kids","deg","unemployed",10000,"",0,0,"Large-City","Single",0,0,5,5,5,5,5,3,4,5,5,5,1,5,5,5,5,5,5,5,4,5,5,3,4,5,4,5,5,5,5,3,5,4,4,5,5,5,5,5,5,5,2,1,1,1,1,"yes","yes",5,4.46666666666667,4.65,1.2
"United States","0.920","Very high human development",25,"Female","No Kids","deg","student",25000,"",1,0,"Large Town","Single",0,0,3,1,1,1,1,1,4,1,5,4,5,4,4,4,4,2,5,1,5,3,2,1,1,4,5,2,3,2,5,2,4,4,1,3,4,2,2,3,5,3,5,5,4,5,2,"yes","yes",1.4,3.46666666666667,2.9,4.2
"United States","0.920","Very high human development",23,"Female","No Kids","ma","student",25000,"",1,0,"Village","Single",0,0,4,4,4,3,3,1,2,5,4,3,4,4,4,2,5,4,3,3,3,3,5,4,3,3,5,3,4,4,2,1,3,3,2,3,4,4,5,4,4,4,4,3,5,5,5,"yes","yes",3.6,3.33333333333333,3.45,4.4
"United States","0.920","Very high human development",55,"Female","Yes Kids","deg","retired",NA,"",0,0,"Large-City","Married",0,1,4,4,4,3,3,1,1,2,2,2,4,2,2,2,2,2,2,2,1,1,4,1,1,2,1,3,3,5,4,1,2,3,1,3,2,3,2,5,4,4,3,4,3,3,2,"yes","no",3.6,1.86666666666667,2.65,3
"United States","0.920","Very high human development",45,"Female","Yes Kids","ma","full-time",150000,"",13,3,"Village","Married",1,0,3,3,2,2,2,1,3,5,4,3,2,4,4,3,4,2,4,2,3,4,4,1,1,1,1,4,2,2,3,3,4,3,1,4,4,4,2,3,1,2,2,2,2,2,3,"no","yes",2.4,3.2,2.5,2.2
"United States","0.920","Very high human development",25,"Male","Yes Kids","ltuni","student",15000,"",1,0,"Small Town","Single",1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,4,1,2,1,2,2,3,3,4,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,1,4,5,"no","no",1.6,1.8,2.15,3
"United States","0.920","Very high human development",37.5,"Male","No Kids","deg","full-time",NA,"",0,0,"Large Town","Single",0,0,5,5,5,5,5,5,5,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,4,3,4,3,"yes","yes",5,4.66666666666667,4.85,3.4
"United States","0.920","Very high human development",45,"Female","Yes Kids","phd","full-time",250000,"",0,0,"Large Town","Married",1,1,3,3,2,1,1,3,2,5,3,4,1,3,3,2,3,2,3,2,2,3,4,1,2,3,3,3,4,4,4,4,4,4,4,5,4,5,3,4,5,5,3,4,3,3,1,"yes","yes",2,2.73333333333333,3.65,2.8
"United States","0.920","Very high human development",28,"Male","No Kids","phd","",NA,"",0,0,"Village","",0,0,2,3,2,2,2,2,2,2,4,3,3,4,2,4,4,3,3,4,3,3,4,2,3,4,1,2,4,3,4,3,2,4,2,4,4,4,4,4,4,3,4,3,3,5,3,"yes","yes",2.2,3.06666666666667,3.25,3.6
"United States","0.920","Very high human development",45,"Male","No Kids","phd","full-time",250000,"",7,0,"8","Married",0,0,4,4,4,4,4,4,5,5,5,5,3,5,2,2,4,3,5,3,5,5,5,1,2,3,3,4,4,3,4,5,4,4,5,5,3,5,4,5,5,5,2,2,3,4,4,"yes","yes",4,4.06666666666667,3.85,3
"United States","0.920","Very high human development",28,"Female","No Kids","deg","full-time",35000,"",5,0,"Medium-Sized","Single",0,0,4,4,4,3,3,3,3,4,4,3,3,4,4,3,3,2,4,2,4,2,4,2,3,4,4,3,3,4,3,4,5,3,3,4,4,4,4,3,3,4,3,2,4,3,3,"yes","yes",3.6,3.2,3.55,3
"United States","0.920","Very high human development",55,"Female","No Kids","","part-time",35000,"",0,0,"Small Town","Married",0,0,3,4,4,2,2,1,1,3,3,3,4,4,4,3,3,1,3,4,3,3,4,2,2,2,2,2,4,2,4,3,3,4,3,3,4,2,2,4,5,4,2,2,2,3,2,"yes","yes",3,2.86666666666667,3,2.2
"United States","0.920","Very high human development",45,"Female","Yes Kids","deg","unemployed",10000,"",0,0,"Large Town","Single",0,1,5,3,3,3,3,3,3,5,3,4,5,3,4,3,5,2,3,2,3,5,4,3,3,4,2,3,5,3,4,5,4,5,2,3,4,3,3,4,5,3,2,2,1,1,5,"yes","yes",3.4,3.53333333333333,3.5,2.2
"United States","0.920","Very high human development",55,"Male","Yes Kids","ma","full-time",25000,"",0,0,"Large Town","Separated",1,2,2,3,2,1,1,2,1,5,1,2,1,2,2,5,2,2,2,4,2,1,3,1,4,2,1,1,2,3,3,2,4,2,3,3,2,4,2,3,3,3,3,3,3,3,3,"yes","yes",1.8,2.26666666666667,2.7,3
"United States","0.920","Very high human development",19,"Female","No Kids","ltuni","part-time",10000,"",0,0,"Village","Single",0,0,3,2,2,2,2,1,3,5,5,2,2,3,5,2,4,1,4,4,3,3,5,1,2,1,4,2,4,4,4,4,5,4,1,3,5,5,4,4,4,3,3,3,3,5,4,"yes","yes",2.2,3.13333333333333,3.35,3.6
"United States","0.920","Very high human development",24,"Female","No Kids","ma","student",25000,"",1,0,"Small Town","Single",0,0,3,1,4,1,1,1,1,3,3,2,1,5,5,2,3,3,2,3,1,2,3,1,2,4,1,5,2,4,4,1,2,5,1,3,3,5,4,2,3,4,4,5,5,4,4,"yes","yes",2,2.46666666666667,2.8,4.4
"United States","0.920","Very high human development",28,"Male","No Kids","ma","full-time",25000,"",3,0,"Small Town","Single",0,0,5,5,5,5,5,3,4,3,5,5,2,5,5,4,5,4,5,4,5,5,5,4,4,3,3,5,4,5,5,5,4,5,4,4,4,5,5,4,5,3,2,4,2,3,3,"yes","yes",5,4.26666666666667,4.25,2.8
"United States","0.920","Very high human development",32.5,"Female","Yes Kids","dip","full-time",25000,"",2,0,"Small Town","Married",1,1,3,4,4,3,3,3,3,3,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,2,3,4,4,3,5,5,5,3,2,5,3,5,5,4,4,5,2,3,3,2,4,"yes","yes",3.4,4.46666666666667,4.1,2.8
"United States","0.920","Very high human development",23,"Female","No Kids","dip","full-time",25000,"",0,8,"Small Town","Single",0,0,3,3,4,1,1,1,1,3,1,1,1,1,1,1,1,2,3,2,1,1,3,1,1,3,3,2,1,1,2,1,2,2,1,2,2,4,3,3,3,2,4,4,4,3,2,"yes","no",2.4,1.4,2.05,3.4
"United States","0.920","Very high human development",45,"Female","No Kids","ma","full-time",87500,"",0,0,"Village","Divorced",0,0,4,4,4,3,3,3,3,5,4,4,4,3,4,2,2,3,3,4,3,4,4,3,3,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,2,3,3,3,3,"yes","yes",3.6,3.4,3.65,2.8
"United States","0.920","Very high human development",28,"Female","No Kids","ma","part-time",10000,"",1,0,"Large Town","Single",0,0,3,4,3,3,3,2,3,5,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,4,3,4,3,3,4,4,3,5,3,3,2,2,2,4,3,3,3,3,2,"yes","yes",3.2,3.2,3.2,2.8
"United States","0.920","Very high human development",45,"Male","No Kids","ma","full-time",150000,"",0,0,"Medium-Sized","Married",0,0,3,4,4,3,3,1,1,4,3,2,2,2,3,2,2,3,2,2,2,2,3,3,3,2,3,2,2,3,3,2,3,3,2,2,2,4,3,3,2,4,4,4,4,4,3,"no","no",3.4,2.2,2.65,3.8
"United States","0.920","Very high human development",32.5,"Female","Yes Kids","deg","full-time",25000,"",2,0,"Medium-Sized","Married",1,1,2,2,2,2,2,2,2,1,2,2,3,2,1,1,1,2,2,2,1,2,1,1,1,5,3,2,2,2,2,2,2,2,3,5,1,3,2,1,2,2,4,2,1,3,3,"yes","no",2,1.73333333333333,2.15,2.6
"United States","0.920","Very high human development",32.5,"Female","No Kids","ma","full-time",25000,"",3,0,"Village","Married",0,0,4,4,4,2,2,2,2,3,4,3,5,5,4,3,4,1,3,1,3,5,5,2,1,5,5,5,5,5,5,1,2,5,2,5,5,3,5,5,5,3,4,4,4,4,4,"yes","yes",3.2,3.2,3.85,4
"United States","0.920","Very high human development",55,"Female","No Kids","ma","full-time",150000,"",0,0,"Village","Divorced",0,0,4,4,2,2,2,4,3,3,4,3,4,4,4,3,4,3,4,3,3,4,4,3,3,5,4,3,3,3,4,3,3,4,4,3,3,3,3,4,4,4,2,2,3,2,3,"yes","yes",2.8,3.53333333333333,3.45,2.4
"United States","0.920","Very high human development",21,"Female","No Kids","ltuni","student",10000,"",1,0,"Large Town","Single",0,0,2,1,3,3,1,4,4,3,5,5,5,5,5,4,5,5,5,5,5,5,1,1,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,5,1,"yes","yes",2,4.66666666666667,4.35,3
"United States","0.920","Very high human development",28,"Male","No Kids","deg","full-time",35000,"",5,0,"Village","Single",0,0,1,4,4,4,5,3,4,5,5,5,1,4,4,5,5,5,5,2,4,5,5,5,5,5,5,3,5,3,4,4,2,5,2,5,3,4,4,3,5,4,1,1,1,1,1,"yes","yes",3.6,4.13333333333333,4.05,1
"United States","0.920","Very high human development",25,"Female","No Kids","phd","full-time",150000,"",0,8,"Village","Single",0,0,5,5,5,4,4,3,5,5,5,2,1,3,5,2,3,4,5,3,5,5,5,3,4,5,4,4,5,5,5,5,1,5,2,5,5,5,4,4,5,5,2,4,3,2,1,"yes","yes",4.6,3.73333333333333,4.15,2.4
"United States","0.920","Very high human development",45,"Male","No Kids","ltuni","retired",55000,"",0,0,"Rural/Country","Married",0,0,3,3,3,3,3,1,1,1,4,3,1,2,3,3,3,5,2,2,2,4,4,1,1,2,3,5,3,4,4,1,2,3,1,3,3,4,4,2,4,2,2,5,3,2,1,"yes","no",3,2.46666666666667,2.8,2.6
"United States","0.920","Very high human development",37.5,"Male","No Kids","ltuni","full-time",15000,"",0,7,"Medium-Sized","Married",0,0,5,5,4,4,4,4,3,5,4,4,3,5,3,4,4,5,4,3,4,5,5,2,3,5,4,3,4,2,5,2,4,5,4,5,4,4,4,5,4,4,3,3,3,3,3,"yes","yes",4.4,4,3.85,3
"United States","0.920","Very high human development",32.5,"Female","No Kids","ma","full-time",35000,"",1,0,"Village","Single",0,0,4,4,4,3,3,3,4,5,5,2,1,5,5,3,4,4,4,4,5,5,5,4,4,3,5,5,5,5,5,3,5,5,3,4,4,4,4,5,5,5,2,2,2,3,3,"yes","yes",3.6,3.93333333333333,4.3,2.4
"United States","0.920","Very high human development",32.5,"Female","Yes Kids","ma","full-time",45000,"",3,0,"Small Town","Married",0,1,3,3,3,3,3,2,2,5,3,3,4,3,2,3,3,4,4,4,2,3,3,3,3,1,3,5,3,3,4,1,1,3,5,2,4,4,3,5,3,2,5,4,5,5,5,"yes","no",3,3.13333333333333,3.05,4.8
"United States","0.920","Very high human development",21,"Female","No Kids","ltuni","student",NA,"",0,0,"Rural/Country","Single",0,0,3,2,4,2,2,1,1,1,1,2,4,1,2,1,3,2,1,3,1,1,3,1,1,3,2,1,2,2,5,1,1,5,1,5,3,3,3,4,3,4,3,4,4,3,2,"yes","no",2.6,1.66666666666667,2.45,3.2
"United States","0.920","Very high human development",45,"Female","No Kids","deg","unemployed",NA,"",14,0,"Medium-Sized","Married",0,0,5,5,2,3,2,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,3,1,1,4,4,4,3,1,4,1,5,3,2,1,3,1,1,3,2,2,2,4,2,5,2,"yes","no",3.4,1.33333333333333,2.35,3
"United States","0.920","Very high human development",45,"Female","Yes Kids","dip","part-time",87500,"",0,0,"Small Town","Married",0,0,4,3,2,1,1,1,1,1,1,3,5,2,2,2,3,1,1,1,1,1,1,1,2,1,4,3,2,2,4,1,3,1,1,5,1,2,2,4,1,2,4,4,4,4,5,"yes","no",2.2,1.73333333333333,2.2,4.2
"United States","0.920","Very high human development",21,"Female","No Kids","ltuni","full-time",25000,"",3,2,"Rural/Country","Single",0,0,3,4,2,1,1,1,1,5,3,2,4,2,3,1,2,2,4,1,1,1,3,1,3,2,4,3,3,2,3,2,5,3,2,3,3,4,3,5,4,4,4,3,4,4,3,"yes","no",2.2,2.2,3,3.6
"United States","0.920","Very high human development",67.5,"Male","Yes Kids","phd","full-time",87500,"",0,0,"Large Town","Married",0,0,3,3,5,2,2,1,3,5,3,2,2,2,2,2,2,2,3,3,2,4,2,1,4,1,2,4,3,2,2,3,3,3,1,4,3,4,3,3,2,1,3,4,5,5,3,"no","no",3,2.53333333333333,2.5,4
"United States","0.920","Very high human development",45,"Female","No Kids","deg","full-time",150000,"",0,5,"Village","Single",0,0,1,3,2,1,1,4,1,2,1,3,2,1,3,2,2,3,1,3,1,3,3,1,1,2,3,3,3,3,3,1,1,3,4,4,3,3,3,3,4,3,3,3,2,3,2,"yes","no",1.6,2.13333333333333,2.65,2.6
"United States","0.920","Very high human development",45,"Female","Yes Kids","deg","full-time",150000,"",0,0,"Small Town","Widowed",1,0,3,3,4,3,2,3,3,4,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,2,3,3,4,3,3,3,3,4,3,3,3,2,3,3,4,4,3,3,3,2,"yes","no",3,2.93333333333333,2.95,3
"United States","0.920","Very high human development",67.5,"Male","Yes Kids","ma","full-time",55000,"",0,0,"Village","Widowed",1,0,4,5,4,5,5,5,2,4,5,5,4,4,2,4,5,5,3,5,4,5,5,4,2,3,4,4,4,4,5,5,4,5,4,4,4,5,5,5,5,4,3,4,4,3,3,"yes","yes",4.6,4.13333333333333,4.2,3.4
"United States","0.920","Very high human development",25,"Female","No Kids","ltuni","unemployed",15000,"",2,0,"Small Town","Single",0,0,5,5,5,5,5,3,3,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,1,5,4,4,5,5,5,4,5,4,2,2,1,1,1,"yes","yes",5,4.6,4.4,1.4
"United States","0.920","Very high human development",28,"Female","No Kids","phd","full-time",35000,"",0,9,"Small Town","Married",0,0,4,2,5,2,2,1,1,5,3,2,3,1,1,2,3,2,3,3,1,2,5,1,3,5,3,4,3,3,4,1,3,3,1,1,3,4,4,5,4,4,3,4,4,4,3,"yes","no",3,2.2,3.15,3.6
"United States","0.920","Very high human development",67.5,"Female","Yes Kids","ma","full-time",67500,"",5,0,"Large Town","Married",1,1,4,4,4,3,3,3,3,3,3,3,2,3,4,3,3,4,3,3,3,3,3,4,3,2,3,3,3,4,3,3,2,4,3,4,3,4,4,3,3,2,3,3,3,4,3,"no","yes",3.6,3.06666666666667,3.1,3.2
"United States","0.920","Very high human development",24,"Female","No Kids","deg","full-time",35000,"",0,6,"Village","Single",0,0,4,5,4,3,3,1,3,5,5,3,4,5,4,5,4,1,4,1,5,4,4,2,1,5,2,1,4,3,5,1,2,3,1,1,4,5,5,1,1,3,3,3,4,4,1,"yes","no",3.8,3.6,2.8,3
"United States","0.920","Very high human development",24,"Female","No Kids","ma","full-time",45000,"",2,0,"Village","Single",0,0,2,4,3,3,3,3,3,5,4,3,1,3,3,3,3,4,4,4,4,4,3,4,3,5,3,4,3,4,4,2,4,3,4,4,3,4,3,3,4,3,2,2,3,4,2,"yes","yes",3,3.4,3.5,2.6
"United States","0.920","Very high human development",55,"Female","Yes Kids","dip","retired",10000,"",0,0,"Small Town","Single",0,1,3,2,1,1,1,1,1,1,1,3,4,4,3,1,2,1,1,4,1,5,5,1,1,5,3,2,3,3,3,1,1,5,1,2,3,1,1,3,5,3,1,1,2,1,1,"yes","yes",1.6,2.2,2.4,1.2
"United States","0.920","Very high human development",28,"Male","No Kids","deg","full-time",55000,"",2,0,"Village","Single",0,0,5,5,5,3,3,4,2,3,2,4,4,5,3,4,4,4,3,3,2,4,5,2,4,4,4,3,4,5,5,1,4,5,4,5,4,4,4,4,5,4,2,3,3,3,2,"yes","yes",4.2,3.4,3.95,2.6
"United States","0.920","Very high human development",45,"Male","Yes Kids","ma","full-time",87500,"",0,0,"Village","Married",0,2,5,4,3,3,3,1,1,2,3,5,5,3,3,3,4,2,2,2,2,4,5,4,2,5,3,3,4,3,4,2,2,5,2,4,4,4,3,5,5,5,3,4,4,4,3,"yes","yes",3.6,2.8,3.6,3.6
"United States","0.920","Very high human development",24,"Female","No Kids","deg","full-time",25000,"",2,4,"Small Town","Single",0,0,3,4,5,3,3,2,4,5,4,4,2,5,4,4,4,5,2,4,5,4,4,4,3,4,3,5,3,4,4,2,3,4,2,4,5,4,4,4,4,4,2,3,2,2,1,"yes","yes",3.6,3.86666666666667,3.7,2
"United States","0.920","Very high human development",45,"Female","Yes Kids","ma","full-time",87500,"",0,0,"Rural/Country","Married",0,0,2,2,2,3,3,1,1,4,3,3,3,2,4,2,4,4,2,3,1,5,4,3,2,3,3,3,3,3,4,2,4,4,3,3,4,3,2,4,4,5,3,3,2,3,3,"yes","no",2.4,2.8,3.2,2.8
"United States","0.920","Very high human development",55,"Male","Yes Kids","ltuni","full-time",150000,"",0,5,"Small Town","Married",1,1,1,1,3,1,1,1,1,3,2,1,2,2,2,1,3,4,1,2,1,1,2,1,2,1,2,2,3,2,4,2,2,3,1,1,2,2,1,2,4,3,4,4,4,4,3,"yes","no",1.4,1.8,2,3.8
"United States","0.920","Very high human development",45,"Female","Yes Kids","ma","full-time",55000,"",9,0,"Village","Single",0,1,2,2,2,1,1,1,1,5,4,2,2,1,2,1,1,1,1,1,1,1,3,1,2,3,2,1,3,3,2,1,1,2,4,3,3,4,2,2,2,3,5,5,4,5,4,"yes","no",1.6,1.66666666666667,2.3,4.6
"United States","0.920","Very high human development",22,"Female","No Kids","ltuni","full-time",25000,"",3,0,"Village","Single",0,0,3,3,4,3,3,1,2,2,3,3,2,3,4,3,3,2,3,2,2,4,4,2,3,4,3,3,3,4,4,3,3,3,2,3,4,3,3,4,3,4,3,3,4,3,3,"yes","yes",3.2,2.6,3.25,3.2
"United States","0.920","Very high human development",28,"Female","No Kids","ma","student",25000,"",1,0,"Large Town","Divorced",0,0,5,4,5,2,2,4,4,3,4,5,1,3,5,5,5,2,4,4,4,4,5,4,1,4,3,2,5,5,5,5,4,5,2,2,5,5,3,4,2,5,2,1,1,1,1,"yes","no",3.6,3.8,3.8,1.2
"United States","0.920","Very high human development",55,"Male","No Kids","ltuni","part-time",25000,"",8,11,"Village","Single",0,0,4,5,4,3,3,1,1,3,3,3,1,3,3,2,2,5,3,4,2,3,4,1,3,5,2,5,3,3,4,2,3,4,2,4,3,3,3,4,4,4,2,2,2,2,1,"yes","yes",3.8,2.6,3.2,1.8
"United States","0.920","Very high human development",28,"Female","No Kids","ma","full-time",55000,"",4,0,"Village","Single",0,0,5,5,5,4,4,1,2,2,3,3,5,4,5,5,4,5,3,3,3,4,5,4,5,5,5,3,5,5,5,1,5,5,1,3,4,4,3,4,5,4,3,3,3,4,3,"yes","yes",4.6,3.46666666666667,4.05,3.2
"United States","0.920","Very high human development",22,"Female","No Kids","deg","student",NA,"",0,0,"Village","Single",0,0,4,3,3,2,2,2,2,2,4,3,1,3,3,2,3,5,5,4,4,3,4,3,2,4,2,4,3,3,4,4,5,3,1,3,3,4,2,2,3,4,4,4,3,4,3,"yes","no",2.8,3.06666666666667,3.1,3.6
"United States","0.920","Very high human development",45,"Male","Yes Kids","ma","full-time",150000,"",0,0,"Large Town","Married",1,3,3,3,2,2,2,1,1,1,3,2,1,5,3,1,1,3,3,2,3,3,3,1,2,3,1,3,3,3,3,1,1,3,3,3,3,4,3,3,3,2,4,4,4,4,4,"yes","no",2.4,2.2,2.45,4
"United States","0.920","Very high human development",22,"Male","No Kids","deg","full-time",35000,"",0,5,"Village","Single",0,0,1,1,2,1,1,1,2,5,3,2,1,4,3,2,2,5,1,2,4,1,1,1,2,5,1,1,2,1,2,1,2,3,1,1,1,3,2,2,2,2,4,4,5,5,3,"no","no",1.2,2.53333333333333,1.75,4.2
"United States","0.920","Very high human development",55,"Male","Yes Kids","deg","retired",45000,"",7,0,"Large Town","Married",1,0,3,3,3,3,3,3,2,4,2,3,3,3,3,3,3,3,3,4,2,5,5,4,4,3,3,3,4,3,2,3,3,3,3,4,4,5,5,4,5,4,1,1,1,1,1,"yes","yes",3,3.06666666666667,3.7,1
"United States","0.920","Very high human development",28,"Male","No Kids","phd","full-time",87500,"",0,8,"Village","Single",0,0,3,3,2,1,1,1,2,5,4,2,4,3,3,2,4,4,4,4,3,3,3,3,3,5,4,3,4,3,4,2,3,4,2,4,4,5,4,4,3,4,4,4,4,4,3,"yes","yes",2,3.2,3.45,3.8
"United States","0.920","Very high human development",55,"Male","Yes Kids","deg","full-time",150000,"",7,0,"Small Town","Married",0,3,4,4,4,3,3,1,2,2,2,3,1,5,4,4,4,1,1,2,3,5,4,4,4,5,5,4,4,4,4,1,2,4,4,4,5,5,4,4,5,4,4,3,4,5,3,"yes","yes",3.6,2.66666666666667,4,3.8
"United States","0.920","Very high human development",28,"Male","No Kids","deg","full-time",25000,"",1,0,"Small Town","Married",0,0,2,4,4,2,2,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,2,4,4,2,"yes","yes",2.8,4.8,4.8,3
"United States","0.920","Very high human development",32.5,"Male","No Kids","deg","full-time",67500,"",10,0,"Village","Single",0,0,2,3,3,3,2,2,3,5,5,2,3,3,3,2,2,4,4,3,4,3,2,3,4,3,4,3,3,5,4,4,3,3,3,4,4,5,4,3,3,3,3,3,3,3,3,"yes","yes",2.6,3.2,3.45,3
"United States","0.920","Very high human development",55,"Male","Yes Kids","dip","full-time",150000,"",0,0,"Small Town","Married",1,1,2,2,4,2,2,3,1,5,3,1,1,4,4,2,3,4,2,4,1,4,4,4,4,5,4,3,4,4,5,1,4,3,4,5,4,4,4,4,4,5,2,4,4,2,1,"yes","yes",2.4,2.8,3.9,2.6
